"module","order","target","stable_id","atlas","confirmed_relative","source_relative","rule","status"
"31-competition-award-states","007","一等奖","pxui_competition_007","UIATLAS_010","asset-work/ui-icon-final/confirmed-icons/31-competition-award-states/007_一等奖__UIATLAS_010_007_pxui_competition_007_奖杯.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_010_竞赛投稿图标/UIATLAS_010_007_pxui_competition_007_奖杯.png","竞赛结果奖项状态：一等奖、二等奖、三等奖、未获奖/待结果。","confirmed"
"31-competition-award-states","008","二等奖","pxui_competition_008","UIATLAS_010","asset-work/ui-icon-final/confirmed-icons/31-competition-award-states/008_二等奖__UIATLAS_010_008_pxui_competition_008_奖杯.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_010_竞赛投稿图标/UIATLAS_010_008_pxui_competition_008_奖杯.png","竞赛结果奖项状态：一等奖、二等奖、三等奖、未获奖/待结果。","confirmed"
"31-competition-award-states","009","三等奖","pxui_competition_009","UIATLAS_010","asset-work/ui-icon-final/confirmed-icons/31-competition-award-states/009_三等奖__UIATLAS_010_009_pxui_competition_009_奖杯.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_010_竞赛投稿图标/UIATLAS_010_009_pxui_competition_009_奖杯.png","竞赛结果奖项状态：一等奖、二等奖、三等奖、未获奖/待结果。","confirmed"
"31-competition-award-states","010","未获奖","pxui_base_020","UIATLAS_001","web-app/optimized/asset-work/ui-icon-final/unmapped-icons/UIATLAS_001_基础操作按钮/UIATLAS_001_020_pxui_base_020_叉.d3ec4d59a5f9.webp","web-app/optimized/asset-work/ui-icon-final/unmapped-icons/UIATLAS_001_基础操作按钮/UIATLAS_001_020_pxui_base_020_叉.d3ec4d59a5f9.webp","竞赛结果奖项状态：未获奖使用红色叉号。","confirmed"
"32-route-common-exam-status","001","正式参与","pxui_route_001","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/32-route-common-exam-status/001_正式参与__UIATLAS_011_001_pxui_route_001_报名表.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_001_pxui_route_001_报名表.png","后期方向通用状态、报名/等待/投递确认与考试题型图标。","confirmed"
"32-route-common-exam-status","002","等待结果","pxui_route_002","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/32-route-common-exam-status/002_等待结果__UIATLAS_011_002_pxui_route_002_信封沙.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_002_pxui_route_002_信封沙.png","后期方向通用状态、报名/等待/投递确认与考试题型图标。","confirmed"
"32-route-common-exam-status","003","简历投递确认","pxui_route_003","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/32-route-common-exam-status/003_简历投递确认__UIATLAS_011_003_pxui_route_003_简历纸.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_003_pxui_route_003_简历纸.png","后期方向通用状态、报名/等待/投递确认与考试题型图标。","confirmed"
"32-route-common-exam-status","004","升学专业题","pxui_route_004","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/32-route-common-exam-status/004_升学专业题__UIATLAS_011_004_pxui_route_004_建筑题.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_004_pxui_route_004_建筑题.png","后期方向通用状态、报名/等待/投递确认与考试题型图标。","confirmed"
"32-route-common-exam-status","005","行测题","pxui_route_005","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/32-route-common-exam-status/005_行测题__UIATLAS_011_005_pxui_route_005_答题卡.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_005_pxui_route_005_答题卡.png","后期方向通用状态、报名/等待/投递确认与考试题型图标。","confirmed"
"32-route-common-exam-status","006","雅思","pxui_route_006","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/32-route-common-exam-status/006_雅思__UIATLAS_011_006_pxui_route_006_英文试.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_006_pxui_route_006_英文试.png","后期方向通用状态、报名/等待/投递确认与考试题型图标。","confirmed"
"33-route-postgrad-recommendation","007","本校 _ 211","pxui_route_007","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/33-route-postgrad-recommendation/007_本校 _ 211__UIATLAS_011_007_pxui_route_007_本校校.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_007_pxui_route_007_本校校.png","申请保研与考研升学档位图标。","confirmed"
"33-route-postgrad-recommendation","008","建筑老八校 _ 其他 985","pxui_route_008","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/33-route-postgrad-recommendation/008_建筑老八校 _ 其他 985__UIATLAS_011_008_pxui_route_008_名校校.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_008_pxui_route_008_名校校.png","申请保研与考研升学档位图标。","confirmed"
"33-route-postgrad-recommendation","009","梦中情校","pxui_route_009","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/33-route-postgrad-recommendation/009_梦中情校__UIATLAS_011_009_pxui_route_009_殿堂校.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_009_pxui_route_009_殿堂校.png","申请保研与考研升学档位图标。","confirmed"
"33-route-postgrad-recommendation","010","普通一本院校","pxui_route_010","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/33-route-postgrad-recommendation/010_普通一本院校__UIATLAS_011_010_pxui_route_010_书.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_010_pxui_route_010_书.png","申请保研与考研升学档位图标。","confirmed"
"33-route-postgrad-recommendation","011","建筑老八校 _ 其他 985、211","pxui_route_011","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/33-route-postgrad-recommendation/011_建筑老八校 _ 其他 985、211__UIATLAS_011_011_pxui_route_011_书.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_011_pxui_route_011_书.png","申请保研与考研升学档位图标。","confirmed"
"33-route-postgrad-recommendation","012","梦中情校","pxui_route_012","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/33-route-postgrad-recommendation/012_梦中情校__UIATLAS_011_012_pxui_route_012_书.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_012_pxui_route_012_书.png","申请保研与考研升学档位图标。","confirmed"
"34-route-overseas-study","013","C 档 成功保底","pxui_route_013","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/34-route-overseas-study/013_C 档 成功保底__UIATLAS_011_013_pxui_route_013_护照小.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_013_pxui_route_013_护照小.png","出国留学 C/B/A/S 档位图标。","confirmed"
"34-route-overseas-study","014","B 档 稳妥名校","pxui_route_014","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/34-route-overseas-study/014_B 档 稳妥名校__UIATLAS_011_014_pxui_route_014_护照红.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_014_pxui_route_014_护照红.png","出国留学 C/B/A/S 档位图标。","confirmed"
"34-route-overseas-study","015","A 档 顶尖强校","pxui_route_015","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/34-route-overseas-study/015_A 档 顶尖强校__UIATLAS_011_015_pxui_route_015_护照高.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_015_pxui_route_015_护照高.png","出国留学 C/B/A/S 档位图标。","confirmed"
"34-route-overseas-study","016","S 档 全球殿堂","pxui_route_016","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/34-route-overseas-study/016_S 档 全球殿堂__UIATLAS_011_016_pxui_route_016_护照皇.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_016_pxui_route_016_护照皇.png","出国留学 C/B/A/S 档位图标。","confirmed"
"35-route-public-service","017","生源地选调生","pxui_route_017","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/017_生源地选调生__UIATLAS_011_017_pxui_route_017_家乡路.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_017_pxui_route_017_家乡路.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"35-route-public-service","018","国家部委层","pxui_route_018","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/018_国家部委层__UIATLAS_011_018_pxui_route_018_国徽感.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_018_pxui_route_018_国徽感.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"35-route-public-service","019","省市厅局层","pxui_route_019","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/019_省市厅局层__UIATLAS_011_019_pxui_route_019_城市办.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_019_pxui_route_019_城市办.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"35-route-public-service","020","基层公务员","pxui_route_020","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/020_基层公务员__UIATLAS_011_020_pxui_route_020_乡镇街.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_020_pxui_route_020_乡镇街.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"35-route-public-service","021","教师岗","pxui_route_021","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/021_教师岗__UIATLAS_011_021_pxui_route_021_讲台.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_021_pxui_route_021_讲台.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"35-route-public-service","022","事业单位综合岗","pxui_route_022","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/022_事业单位综合岗__UIATLAS_011_022_pxui_route_022_规划馆.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_022_pxui_route_022_规划馆.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"35-route-public-service","023","行政管理岗","pxui_route_023","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/35-route-public-service/023_行政管理岗__UIATLAS_011_023_pxui_route_023_文件.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_023_pxui_route_023_文件.png","选调、考公、考编的岗位或岗位层级图标。","confirmed"
"36-route-internship","024","普通实习","pxui_route_024","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/36-route-internship/024_普通实习__UIATLAS_011_024_pxui_route_024_普通工.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_024_pxui_route_024_普通工.png","实习层级与实习申请入口图标。","confirmed"
"36-route-internship","025","强所实习","pxui_route_025","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/36-route-internship/025_强所实习__UIATLAS_011_025_pxui_route_025_模型.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_025_pxui_route_025_模型.png","实习层级与实习申请入口图标。","confirmed"
"36-route-internship","026","名企实习","pxui_route_026","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/36-route-internship/026_名企实习__UIATLAS_011_026_pxui_route_026_金色工.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_026_pxui_route_026_金色工.png","实习层级与实习申请入口图标。","confirmed"
"36-route-internship","027","实习申请","pxui_route_027","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/36-route-internship/027_实习申请__UIATLAS_011_027_pxui_route_027_邮箱.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_027_pxui_route_027_邮箱.png","实习层级与实习申请入口图标。","confirmed"
"37-route-architecture-jobs","028","大师建筑事务所","pxui_route_028","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/37-route-architecture-jobs/028_大师建筑事务所__UIATLAS_011_028_pxui_route_028_模型.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_028_pxui_route_028_模型.png","建筑工作路线岗位图标。","confirmed"
"37-route-architecture-jobs","029","外企事务所","pxui_route_029","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/37-route-architecture-jobs/029_外企事务所__UIATLAS_011_029_pxui_route_029_英文邮.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_029_pxui_route_029_英文邮.png","建筑工作路线岗位图标。","confirmed"
"37-route-architecture-jobs","030","国企设计院","pxui_route_030","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/37-route-architecture-jobs/030_国企设计院__UIATLAS_011_030_pxui_route_030_施工图.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_030_pxui_route_030_施工图.png","建筑工作路线岗位图标。","confirmed"
"37-route-architecture-jobs","031","地方设计院","pxui_route_031","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/37-route-architecture-jobs/031_地方设计院__UIATLAS_011_031_pxui_route_031_地方项.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_031_pxui_route_031_地方项.png","建筑工作路线岗位图标。","confirmed"
"37-route-architecture-jobs","032","独立小型工作室","pxui_route_032","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/37-route-architecture-jobs/032_独立小型工作室__UIATLAS_011_032_pxui_route_032_模型.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_032_pxui_route_032_模型.png","建筑工作路线岗位图标。","confirmed"
"38-route-career-change","033","AI产品经理","pxui_route_033","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/38-route-career-change/033_AI产品经理__UIATLAS_011_033_pxui_route_033_产品看.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_033_pxui_route_033_产品看.png","转行路线岗位图标。","confirmed"
"38-route-career-change","034","游戏场景建模师","pxui_route_034","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/38-route-career-change/034_游戏场景建模师__UIATLAS_011_034_pxui_route_034_游戏场.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_034_pxui_route_034_游戏场.png","转行路线岗位图标。","confirmed"
"38-route-career-change","035","销售_商务","pxui_route_035","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/38-route-career-change/035_销售_商务__UIATLAS_011_035_pxui_route_035_户型图.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_035_pxui_route_035_户型图.png","转行路线岗位图标。","confirmed"
"38-route-career-change","036","新媒体内容","pxui_route_036","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/38-route-career-change/036_新媒体内容__UIATLAS_011_036_pxui_route_036_推文编.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_036_pxui_route_036_推文编.png","转行路线岗位图标。","confirmed"
"38-route-career-change","037","插画师","pxui_route_037","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/38-route-career-change/037_插画师__UIATLAS_011_037_pxui_route_037_画笔.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_037_pxui_route_037_画笔.png","转行路线岗位图标。","confirmed"
"38-route-career-change","038","创业","pxui_route_038","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/38-route-career-change/038_创业__UIATLAS_011_038_pxui_route_038_火苗契.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_038_pxui_route_038_火苗契.png","转行路线岗位图标。","confirmed"
"39-route-fallback-statuses","039","再考一年","pxui_route_039","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/39-route-fallback-statuses/039_再考一年__UIATLAS_011_039_pxui_route_039_书.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_039_pxui_route_039_书.png","后期路线失败/回落状态图标。","confirmed"
"39-route-fallback-statuses","040","继续备考","pxui_route_040","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/39-route-fallback-statuses/040_继续备考__UIATLAS_011_040_pxui_route_040_书.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_040_pxui_route_040_书.png","后期路线失败/回落状态图标。","confirmed"
"39-route-fallback-statuses","041","回乡待招录","pxui_route_041","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/39-route-fallback-statuses/041_回乡待招录__UIATLAS_011_041_pxui_route_041_行李箱.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_041_pxui_route_041_行李箱.png","后期路线失败/回落状态图标。","confirmed"
"39-route-fallback-statuses","042","求职待定","pxui_route_042","UIATLAS_011","asset-work/ui-icon-final/confirmed-icons/39-route-fallback-statuses/042_求职待定__UIATLAS_011_042_pxui_route_042_等待邮.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_011_未来方向、岗位、实习、考试/UIATLAS_011_042_pxui_route_042_等待邮.png","后期路线失败/回落状态图标。","confirmed"
"40-album-year-1","001","开头曲_大一第 1 首","pxui_album_001","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/001_开头曲_大一第 1 首__UIATLAS_023_001_pxui_album_001_草地.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_001_pxui_album_001_草地.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","002","year_1_2 sacred paly secret place","pxui_album_002","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/002_year_1_2 sacred paly secret place__UIATLAS_023_002_pxui_album_002_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_002_pxui_album_002_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","003","year_1_3 三葉のテーマ（你的名字）","pxui_album_003","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/003_year_1_3 三葉のテーマ（你的名字）__UIATLAS_023_003_pxui_album_003_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_003_pxui_album_003_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","004","year_1_4 最初的记忆","pxui_album_004","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/004_year_1_4 最初的记忆__UIATLAS_023_004_pxui_album_004_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_004_pxui_album_004_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","005","year_1_5 五月天","pxui_album_005","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/005_year_1_5 五月天__UIATLAS_023_005_pxui_album_005_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_005_pxui_album_005_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","006","year_1_6 Where Memory Had Stayed","pxui_album_006","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/006_year_1_6 Where Memory Had Stayed__UIATLAS_023_006_pxui_album_006_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_006_pxui_album_006_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","007","year_1_7 Always with me","pxui_album_007","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/007_year_1_7 Always with me__UIATLAS_023_007_pxui_album_007_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_007_pxui_album_007_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"40-album-year-1","008","year_1_8 知足","pxui_album_008","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/40-album-year-1/008_year_1_8 知足__UIATLAS_023_008_pxui_album_008_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_008_pxui_album_008_唱片.png","大一/开头曲学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","009","year_2_1 over world day（泰拉瑞亚）","pxui_album_009","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/009_year_2_1 over world day（泰拉瑞亚）__UIATLAS_023_009_pxui_album_009_草地.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_009_pxui_album_009_草地.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","010","year_2_2 家园","pxui_album_010","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/010_year_2_2 家园__UIATLAS_023_010_pxui_album_010_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_010_pxui_album_010_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","011","year_2_3 人鱼湾","pxui_album_011","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/011_year_2_3 人鱼湾__UIATLAS_023_011_pxui_album_011_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_011_pxui_album_011_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","012","year_2_4 有点甜","pxui_album_012","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/012_year_2_4 有点甜__UIATLAS_023_012_pxui_album_012_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_012_pxui_album_012_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","013","year_2_5 宠物园","pxui_album_013","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/013_year_2_5 宠物园__UIATLAS_023_013_pxui_album_013_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_013_pxui_album_013_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","014","year_2_6 雪人谷","pxui_album_014","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/014_year_2_6 雪人谷__UIATLAS_023_014_pxui_album_014_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_014_pxui_album_014_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","015","year_2_7 Winter Luv","pxui_album_015","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/015_year_2_7 Winter Luv__UIATLAS_023_015_pxui_album_015_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_015_pxui_album_015_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","016","year_2_8 夏日心动","pxui_album_016","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/016_year_2_8 夏日心动__UIATLAS_023_016_pxui_album_016_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_016_pxui_album_016_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","017","year_2_9 星茶会","pxui_album_017","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/017_year_2_9 星茶会__UIATLAS_023_017_pxui_album_017_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_017_pxui_album_017_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","018","year_2_10 宝可梦纯音乐","pxui_album_018","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/018_year_2_10 宝可梦纯音乐__UIATLAS_023_018_pxui_album_018_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_018_pxui_album_018_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","019","year_2_11 白落落村","pxui_album_019","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/019_year_2_11 白落落村__UIATLAS_023_019_pxui_album_019_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_019_pxui_album_019_唱片.png","大二学年 BGM 圆形专辑图。","confirmed"
"41-album-year-2","020","year_2_12 战斗-通往胜利","pxui_album_020","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/41-album-year-2/020_year_2_12 战斗-通往胜利__UIATLAS_023_020_pxui_album_020_徽章.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_020_pxui_album_020_徽章.png","大二学年 BGM 圆形专辑图。","confirmed"
"42-album-year-3","021","year_3_1 爱的主题钢琴曲","pxui_album_021","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/42-album-year-3/021_year_3_1 爱的主题钢琴曲__UIATLAS_023_021_pxui_album_021_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_021_pxui_album_021_唱片.png","大三学年 BGM 圆形专辑图。","confirmed"
"42-album-year-3","022","year_3_2 淡淡的爱意","pxui_album_022","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/42-album-year-3/022_year_3_2 淡淡的爱意__UIATLAS_023_022_pxui_album_022_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_022_pxui_album_022_唱片.png","大三学年 BGM 圆形专辑图。","confirmed"
"42-album-year-3","023","year_3_3 我的歌声里","pxui_album_023","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/42-album-year-3/023_year_3_3 我的歌声里__UIATLAS_023_023_pxui_album_023_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_023_pxui_album_023_唱片.png","大三学年 BGM 圆形专辑图。","confirmed"
"43-album-year-4","025","year_4_1 退后钢琴曲","pxui_album_025","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/43-album-year-4/025_year_4_1 退后钢琴曲__UIATLAS_023_025_pxui_album_025_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_025_pxui_album_025_唱片.png","大四学年 BGM 圆形专辑图。","confirmed"
