"module","order","target","source","source_relative"
"03-achievements","082","咖啡血液","achievement:082","UIATLAS_013_成长成就图标_02/UIATLAS_013_032_pxui_achievement_core_082_咖啡.png"
"03-achievements","083","炸鸡大王","achievement:083","UIATLAS_013_成长成就图标_02/UIATLAS_013_033_pxui_achievement_core_083_炸鸡桶.png"
"03-achievements","084","炸鸡王中王","achievement:084","UIATLAS_013_成长成就图标_02/UIATLAS_013_034_pxui_achievement_core_084_巨型炸.png"
"03-achievements","085","老吃家","achievement:085","UIATLAS_013_成长成就图标_02/UIATLAS_013_035_pxui_achievement_core_085_美食印.png"
"03-achievements","086","专教贵族椅","achievement:086","UIATLAS_013_成长成就图标_02/UIATLAS_013_036_pxui_achievement_core_086_人体工.png"
"03-achievements","087","音乐家","achievement:087","UIATLAS_013_成长成就图标_02/UIATLAS_013_037_pxui_achievement_core_087_唱片.png"
"03-achievements","088","精神股东","achievement:088","UIATLAS_013_成长成就图标_02/UIATLAS_013_038_pxui_achievement_core_088_咖啡.png"
"03-achievements","089","两情相悦","achievement:089","UIATLAS_013_成长成就图标_02/UIATLAS_013_039_pxui_achievement_core_089_爱心.png"
"03-achievements","090","分手快乐","achievement:090","UIATLAS_013_成长成就图标_02/UIATLAS_013_040_pxui_achievement_core_090_图纸.png"
"03-achievements","091","及时雨","achievement:091","UIATLAS_013_成长成就图标_02/UIATLAS_013_041_pxui_achievement_core_091_雨伞援.png"
"03-achievements","092","亚历山大","achievement:092","UIATLAS_013_成长成就图标_02/UIATLAS_013_042_pxui_achievement_core_092_红色压.png"
"03-achievements","093","即将力竭","achievement:093","UIATLAS_013_成长成就图标_02/UIATLAS_013_043_pxui_achievement_core_093_电池.png"
"03-achievements","094","燃尽了","achievement:094","UIATLAS_013_成长成就图标_02/UIATLAS_013_044_pxui_achievement_core_094_电池.png"
"03-achievements","095","耐压王","achievement:095","UIATLAS_013_成长成就图标_02/UIATLAS_013_045_pxui_achievement_core_095_高压盾.png"
"03-achievements","096","申请保研","achievement:096","UIATLAS_013_成长成就图标_02/UIATLAS_013_046_pxui_achievement_core_096_推免申.png"
"03-achievements","097","我要考研","achievement:097","UIATLAS_013_成长成就图标_02/UIATLAS_013_047_pxui_achievement_core_097_书.png"
"03-achievements","098","雅思初体验","achievement:098","UIATLAS_013_成长成就图标_02/UIATLAS_013_048_pxui_achievement_core_098_英文试.png"
"03-achievements","099","留学的想法","achievement:099","UIATLAS_013_成长成就图标_02/UIATLAS_013_049_pxui_achievement_core_099_护照申.png"
"03-achievements","100","报名选调","achievement:100","UIATLAS_013_成长成就图标_02/UIATLAS_013_050_pxui_achievement_core_100_红旗路.png"
"03-achievements","101","铁饭碗","achievement:101","UIATLAS_014_成长成就图标_03/UIATLAS_014_001_pxui_achievement_core_101_公文包.png"
"03-achievements","102","还是考编吧","achievement:102","UIATLAS_014_成长成就图标_03/UIATLAS_014_002_pxui_achievement_core_102_文件.png"
"03-achievements","103","坚守建筑","achievement:103","UIATLAS_014_成长成就图标_03/UIATLAS_014_003_pxui_achievement_core_103_建筑工.png"
"03-achievements","104","勇敢者","achievement:104","UIATLAS_014_成长成就图标_03/UIATLAS_014_004_pxui_achievement_core_104_大师外.png"
"03-achievements","105","转行","achievement:105","UIATLAS_014_成长成就图标_03/UIATLAS_014_005_pxui_achievement_core_105_岔路牌.png"
"03-achievements","106","十种人生","achievement:106","UIATLAS_014_成长成就图标_03/UIATLAS_014_006_pxui_achievement_core_106_结局卡.png"
"03-achievements","107","分岔成册","achievement:107","UIATLAS_014_成长成就图标_03/UIATLAS_014_007_pxui_achievement_core_107_分岔图.png"
"03-achievements","108","人生无限","achievement:108","UIATLAS_014_成长成就图标_03/UIATLAS_014_008_pxui_achievement_core_108_全结局.png"
"03-achievements","109","细节成册","achievement:109","UIATLAS_014_成长成就图标_03/UIATLAS_014_009_pxui_achievement_core_109_厚成就.png"
"03-achievements","110","百科全书","achievement:110","UIATLAS_014_成长成就图标_03/UIATLAS_014_010_pxui_achievement_core_110_书.png"
"03-achievements","111","无敌","achievement:111","UIATLAS_014_成长成就图标_03/UIATLAS_014_011_pxui_achievement_core_111_全成就.png"
"04-endings","001","留校读研——专教续费成功 ！","ending:001","UIATLAS_015_人生结局图标/UIATLAS_015_001_pxui_ending_001_本校录.png"
"04-endings","002","保研失败——名单上没有你的名字。","ending:002","UIATLAS_015_人生结局图标/UIATLAS_015_002_pxui_ending_002_落选名.png"
"04-endings","003","强校保研上岸","ending:003","UIATLAS_015_人生结局图标/UIATLAS_015_003_pxui_ending_003_名校校.png"
"04-endings","040","强校考研上岸","ending:040","33-route-postgrad-recommendation/009_梦中情校__UIATLAS_011_009_pxui_route_009_殿堂校.png"
"04-endings","004","稳妥考研上岸","ending:004","UIATLAS_015_人生结局图标/UIATLAS_015_004_pxui_ending_004_研究生.png"
"04-endings","005","再考一年——怕啥？你还没失败！","ending:005","UIATLAS_015_人生结局图标/UIATLAS_015_005_pxui_ending_005_书.png"
"04-endings","006","顶级名校留学","ending:006","UIATLAS_015_人生结局图标/UIATLAS_015_006_pxui_ending_006_护照.png"
"04-endings","007","海外强校来信","ending:007","UIATLAS_015_人生结局图标/UIATLAS_015_007_pxui_ending_007_海外录.png"
"04-endings","008","稳妥录取","ending:008","UIATLAS_015_人生结局图标/UIATLAS_015_008_pxui_ending_008_护照飞.png"
"04-endings","009","成功保底","ending:009","UIATLAS_015_人生结局图标/UIATLAS_015_009_pxui_ending_009_保底录.png"
"04-endings","010","出国申请落空——省了机票钱也好","ending:010","UIATLAS_015_人生结局图标/UIATLAS_015_010_pxui_ending_010_拒信.png"
"04-endings","011","选调回乡——最初的起点","ending:011","UIATLAS_015_人生结局图标/UIATLAS_015_011_pxui_ending_011_乡镇路.png"
"04-endings","012","国家部委——人民的建筑师","ending:012","UIATLAS_015_人生结局图标/UIATLAS_015_012_pxui_ending_012_国徽感.png"
"04-endings","013","省市厅局——铁饭碗里的建筑梦","ending:013","UIATLAS_015_人生结局图标/UIATLAS_015_013_pxui_ending_013_城市办.png"
"04-endings","014","教师编制——建筑叫兽","ending:014","UIATLAS_015_人生结局图标/UIATLAS_015_014_pxui_ending_014_黑板.png"
"04-endings","015","事业单位——稳定到可以养老。","ending:015","UIATLAS_015_人生结局图标/UIATLAS_015_015_pxui_ending_015_规划馆.png"
"04-endings","016","行政岗位——审批比画图还费眼！","ending:016","UIATLAS_015_人生结局图标/UIATLAS_015_016_pxui_ending_016_文件.png"
"04-endings","017","基础服务——为人民服务！","ending:017","UIATLAS_015_人生结局图标/UIATLAS_015_017_pxui_ending_017_基层小.png"
"04-endings","018","继续备考——别放弃，明年再战！","ending:018","UIATLAS_015_人生结局图标/UIATLAS_015_018_pxui_ending_018_书.png"
"04-endings","019","回乡待招录——回到出发的地方","ending:019","UIATLAS_015_人生结局图标/UIATLAS_015_019_pxui_ending_019_行李箱.png"
"04-endings","020","大师事务所——时代的先锋","ending:020","UIATLAS_015_人生结局图标/UIATLAS_015_020_pxui_ending_020_大师事.png"
"04-endings","021","外企事务所——英文可不简单哦！","ending:021","UIATLAS_015_人生结局图标/UIATLAS_015_021_pxui_ending_021_英文工.png"
"04-endings","022","国企设计院——铁饭碗里装枸杞！","ending:022","UIATLAS_015_人生结局图标/UIATLAS_015_022_pxui_ending_022_国企设.png"
"04-endings","023","地方设计院——小城市也有大剖面！","ending:023","UIATLAS_015_人生结局图标/UIATLAS_015_023_pxui_ending_023_图纸.png"
"04-endings","024","独立小型工作室——十平米里的无限可能！","ending:024","UIATLAS_015_人生结局图标/UIATLAS_015_024_pxui_ending_024_小工作.png"
"04-endings","025","求职待定——回去等通知吧！","ending:025","UIATLAS_015_人生结局图标/UIATLAS_015_025_pxui_ending_025_等待邮.png"
"04-endings","026","AI 产品经理——加入光荣的进化吧！","ending:026","UIATLAS_015_人生结局图标/UIATLAS_015_026_pxui_ending_026_头像.png"
"04-endings","027","游戏场景建模师——建模有感觉吗！？","ending:027","UIATLAS_015_人生结局图标/UIATLAS_015_027_pxui_ending_027_游戏场.png"
"04-endings","028","销售——商业世界欢迎你！","ending:028","UIATLAS_015_人生结局图标/UIATLAS_015_028_pxui_ending_028_商务名.png"
"04-endings","029","内容编辑——还不错的工作","ending:029","UIATLAS_015_人生结局图标/UIATLAS_015_029_pxui_ending_029_文章页.png"
"04-endings","030","插画师——理想主义也不错","ending:030","UIATLAS_015_人生结局图标/UIATLAS_015_030_pxui_ending_030_画笔.png"
"04-endings","031","没有退路的选择——一条最孤独之路","ending:031","UIATLAS_015_人生结局图标/UIATLAS_015_031_pxui_ending_031_火箭.png"
"04-endings","032","转行失败——转行可不是那么容易的！","ending:032","UIATLAS_015_人生结局图标/UIATLAS_015_032_pxui_ending_032_被退回.png"
"04-endings","033","稳定毕业——平平淡淡才是真！","ending:033","UIATLAS_015_人生结局图标/UIATLAS_015_033_pxui_ending_033_毕业证.png"
"04-endings","034","带伤毕业——你看起来有点糟！","ending:034","UIATLAS_015_人生结局图标/UIATLAS_015_034_pxui_ending_034_毕业证.png"
"04-endings","035","毕业失败——你被延毕了！","ending:035","UIATLAS_015_人生结局图标/UIATLAS_015_035_pxui_ending_035_延毕通.png"
"04-endings","036","你破产了——有感觉吗！？","ending:036","UIATLAS_015_人生结局图标/UIATLAS_015_036_pxui_ending_036_空钱包.png"
"04-endings","037","被迫停学——好好休息，同学","ending:037","UIATLAS_015_人生结局图标/UIATLAS_015_037_pxui_ending_037_红色压.png"
"04-endings","038","压力失控——好好休息，同学","ending:038","UIATLAS_015_人生结局图标/UIATLAS_015_038_pxui_ending_038_低分成.png"
"04-endings","039","连续挂科被劝退——也许你并不适合","ending:039","UIATLAS_015_人生结局图标/UIATLAS_015_039_pxui_ending_039_电池.png"
"05-normal-random-events","001","忘记保存","forgot_save","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_001_pxui_random_normal_001_存档.png"
"05-normal-random-events","002","图层管理","layer_management","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_002_pxui_random_normal_002_混乱图.png"
"05-normal-random-events","003","无头苍蝇","headless_fly","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_003_pxui_random_normal_003_迷路苍.png"
"05-normal-random-events","004","操劳过度","overworked","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_004_pxui_random_normal_004_趴睡绘.png"
"05-normal-random-events","005","Windows更新","windows_update","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_005_pxui_random_normal_005_箭头.png"
"05-normal-random-events","006","小组合作","teamwork","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_006_pxui_random_normal_006_被涂改.png"
"05-normal-random-events","007","豪气冲天","bossy_teammate","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_007_pxui_random_normal_007_图纸.png"
"05-normal-random-events","008","豪到我了","teammate_talks_big","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_008_pxui_random_normal_008_图纸.png"
"05-normal-random-events","009","神人队友","teammate_claims_credit","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_009_pxui_random_normal_009_图纸.png"
"05-normal-random-events","010","汇报翻车","report_crash","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_010_pxui_random_normal_010_翻倒讲.png"
"05-normal-random-events","011","CAD又崩溃了","cad_crash","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_011_pxui_random_normal_011_崩溃窗.png"
"05-normal-random-events","012","熬夜后的梦话","allnight_sleep_talk","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_012_pxui_random_normal_012_梦话气.png"
"05-normal-random-events","013","签到","attendance_check","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_013_pxui_random_normal_013_点名册.png"
"05-normal-random-events","014","软件代差","software_gap","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_014_pxui_random_normal_014_老旧软.png"
"05-normal-random-events","015","继续深化","keep_deepening","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_015_pxui_random_normal_015_图纸.png"
"05-normal-random-events","016","方案撞车","same_scheme","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_016_pxui_random_normal_016_两张相.png"
"05-normal-random-events","017","手抖与咖啡","shaky_hand_coffee","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_017_pxui_random_normal_017_图纸.png"
"05-normal-random-events","018","硬盘坏了","hard_drive_bad","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_018_pxui_random_normal_018_裂开硬.png"
"05-normal-random-events","019","感冒","cold","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_019_pxui_random_normal_019_纸巾温.png"
"05-normal-random-events","020","电脑异响","computer_noise","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_020_pxui_random_normal_020_冒烟风.png"
"05-normal-random-events","021","一段长语音","long_voice_message","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_021_pxui_random_normal_021_语音气.png"
"05-normal-random-events","022","熬夜刷牙","allnight_toothbrush","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_022_pxui_random_normal_022_洗面奶.png"
"05-normal-random-events","023","七版轮回","seven_versions","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_023_pxui_random_normal_023_七张叠.png"
"05-normal-random-events","024","课设跑偏","studio_off_track","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_024_pxui_random_normal_024_警示.png"
"05-normal-random-events","025","熬夜后遗症","allnight_aftereffect","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_025_pxui_random_normal_025_总图变.png"
"05-normal-random-events","026","朋友圈翻车","moments_backfire","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_026_pxui_random_normal_026_手机动.png"
"05-normal-random-events","027","还行的评价","fine_comment","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_027_pxui_random_normal_027_勾.png"
"05-normal-random-events","028","熬夜冠军","allnight_champion","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_028_pxui_random_normal_028_凌晨时.png"
"05-normal-random-events","029","小组群名","team_group_name","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_029_pxui_random_normal_029_月亮.png"
"05-normal-random-events","030","进度","progress_question","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_030_pxui_random_normal_030_空进度.png"
"05-normal-random-events","031","汇报超时","presentation_overtime","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_031_pxui_random_normal_031_超时计.png"
"05-normal-random-events","032","陈旧的椅子","old_chair","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_032_pxui_random_normal_032_断裂椅.png"
"05-normal-random-events","033","线型没分","lineweight_missing","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_033_pxui_random_normal_033_同粗线.png"
"05-normal-random-events","034","老师的法宝","teacher_case_weapon","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_034_pxui_random_normal_034_书.png"
"05-normal-random-events","035","依旧看案例","still_case_study","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_035_pxui_random_normal_035_书.png"
"05-normal-random-events","036","买错尺寸","wrong_size","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_036_pxui_random_normal_036_尺寸错.png"
"05-normal-random-events","037","AI味图纸","ai_flavored_sheet","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_037_pxui_random_normal_037_图纸.png"
"05-normal-random-events","038","封面写错","cover_typo","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_038_pxui_random_normal_038_封面红.png"
"05-normal-random-events","039","名字写错","name_typo","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_039_pxui_random_normal_039_姓名栏.png"
"05-normal-random-events","040","Rhino崩溃","rhino_crash","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_040_pxui_random_normal_040_崩溃犀.png"
"05-normal-random-events","041","手滑","slip_click","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_041_pxui_random_normal_041_箭头.png"
"05-normal-random-events","042","大师陨落","master_passed","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_042_pxui_random_normal_042_大师剪.png"
"05-normal-random-events","043","快递迟到","late_delivery","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_043_pxui_random_normal_043_延迟包.png"
"05-normal-random-events","044","室友开黑","roommate_moba","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_044_pxui_random_normal_044_游戏手.png"
"05-normal-random-events","045","颈椎病","neck_pain","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_045_pxui_random_normal_045_颈椎骨.png"
"05-normal-random-events","046","病毒插件","virus_plugin","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_046_pxui_random_normal_046_齿轮.png"
"05-normal-random-events","047","逆天甲方","wild_client","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_047_pxui_random_normal_047_甲方红.png"
"05-normal-random-events","048","过时的风格","outdated_style","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_048_pxui_random_normal_048_图纸.png"
"05-normal-random-events","049","比例瞎估","wrong_proportion","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_049_pxui_random_normal_049_歪比例.png"
"05-normal-random-events","050","柱子排歪","crooked_columns","UIATLAS_017_普通随机事件图标_01/UIATLAS_017_050_pxui_random_normal_050_歪柱网.png"
"05-normal-random-events","051","楼梯算错","stairs_wrong","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_001_pxui_random_normal_051_断裂楼.png"
"05-normal-random-events","052","没窗的立面","windowless_facade","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_002_pxui_random_normal_052_无窗立.png"
"05-normal-random-events","053","材质贴反","wrong_material","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_003_pxui_random_normal_053_反贴材.png"
"05-normal-random-events","054","抽筋","hand_cramp","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_004_pxui_random_normal_054_抽筋手.png"
"05-normal-random-events","055","熬夜迟到","late_after_allnight","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_005_pxui_random_normal_055_迟到闹.png"
"05-normal-random-events","056","电源忘带","forgot_charger","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_006_pxui_random_normal_056_电池.png"
"05-normal-random-events","057","已读不回","read_no_reply","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_007_pxui_random_normal_057_头像.png"
"05-normal-random-events","058","AI，你无敌了","ai_too_strong","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_008_pxui_random_normal_058_皇冠渲.png"
"05-normal-random-events","059","Image2生图模型","image2_model","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_009_pxui_random_normal_059_模型.png"
"05-normal-random-events","060","天选之人","chosen_attendance","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_010_pxui_random_normal_060_点名单.png"
"05-normal-random-events","061","转专业","friend_transfers","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_011_pxui_random_normal_061_背包.png"
"05-normal-random-events","062","挫败感","frustration","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_012_pxui_random_normal_062_图纸.png"
"05-normal-random-events","063","沙漠","water_machine_broken","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_013_pxui_random_normal_063_断水饮.png"
"05-normal-random-events","064","地狱体测","fitness_test_hell","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_014_pxui_random_normal_064_学生.png"
"05-normal-random-events","065","小偷光临","glue_stolen","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_015_pxui_random_normal_065_空胶水.png"
"05-normal-random-events","066","脆弱笔尖","fragile_pen_tip","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_016_pxui_random_normal_066_断裂针.png"
"05-normal-random-events","067","刨图“高手”","scrape_master","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_017_pxui_random_normal_067_图纸.png"
"05-normal-random-events","068","同辈压力","peer_pressure","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_018_pxui_random_normal_068_大厂工.png"
"05-normal-random-events","069","简历空白","blank_resume","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_019_pxui_random_normal_069_空白简.png"
"05-normal-random-events","070","家里的压力","family_pressure","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_020_pxui_random_normal_070_电话.png"
"05-normal-random-events","071","超级加倍","double_depth","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_021_pxui_random_normal_071_图纸.png"
"05-normal-random-events","072","雅思焦虑","ielts_anxiety","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_022_pxui_random_normal_072_书.png"
"05-normal-random-events","073","保研边缘","recommendation_edge","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_023_pxui_random_normal_073_保研线.png"
"05-normal-random-events","074","作品集撞车","portfolio_collision","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_024_pxui_random_normal_074_两本相.png"
"05-normal-random-events","075","大四","senior_year_realization","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_025_pxui_random_normal_075_倒计时.png"
"05-normal-random-events","076","教学视频","teaching_video","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_026_pxui_random_normal_076_教学视.png"
"05-normal-random-events","077","灵光乍现","inspiration","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_027_pxui_random_normal_077_浴室灯.png"
"05-normal-random-events","078","死党","best_friend","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_028_pxui_random_normal_078_老友消.png"
"05-normal-random-events","079","美院看展","art_show","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_029_pxui_random_normal_079_展览票.png"
"05-normal-random-events","080","红牛续命","redbull_lifeline","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_030_pxui_random_normal_080_红牛罐.png"
"05-normal-random-events","081","意外表扬","teacher_praise","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_031_pxui_random_normal_081_图纸.png"
"05-normal-random-events","082","凌晨的陪伴","dawn_company","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_032_pxui_random_normal_082_凌晨红.png"
"05-normal-random-events","083","义父","food_savior","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_033_pxui_random_normal_083_饭盒援.png"
"05-normal-random-events","084","快递提前","delivery_early_normal","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_034_pxui_random_normal_084_勾.png"
"05-normal-random-events","085","意外的肯定","unexpected_approval","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_035_pxui_random_normal_085_图纸.png"
"05-normal-random-events","086","一遍过","one_pass","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_036_pxui_random_normal_086_图纸.png"
"05-normal-random-events","087","奶茶","milk_tea","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_037_pxui_random_normal_087_奶茶杯.png"
"05-normal-random-events","088","教授的安慰","professor_comfort","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_038_pxui_random_normal_088_学生.png"
"05-normal-random-events","089","学长的资料","senior_materials","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_039_pxui_random_normal_089_文件.png"
"05-normal-random-events","090","学姐的笔记","senior_notes","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_040_pxui_random_normal_090_标注笔.png"
"05-normal-random-events","091","课桌纸条","desk_note","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_041_pxui_random_normal_091_课桌纸.png"
"05-normal-random-events","092","开窍","sudden_click","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_042_pxui_random_normal_092_发光脑.png"
"05-normal-random-events","093","深夜顿悟","late_night_epiphany","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_043_pxui_random_normal_093_书.png"
"05-normal-random-events","094","浑水摸鱼","ai_blend_in","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_044_pxui_random_normal_094_分析图.png"
"05-normal-random-events","095","AI救急","ai_rescue","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_045_pxui_random_normal_095_补剖面.png"
"05-normal-random-events","096","AI救我","ai_saves_team","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_046_pxui_random_normal_096_拼合团.png"
"05-normal-random-events","097","灵感来源","ai_inspiration_source","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_047_pxui_random_normal_097_抽象图.png"
"05-normal-random-events","098","AI试错","ai_trial","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_048_pxui_random_normal_098_多版立.png"
"05-normal-random-events","099","学弟的夸奖","junior_praise","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_049_pxui_random_normal_099_学弟点.png"
"05-normal-random-events","100","开小灶","extra_tutorial","UIATLAS_018_普通随机事件图标_02/UIATLAS_018_050_pxui_random_normal_100_小灶讲.png"
"05-normal-random-events","101","学长回信","senior_reply","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_001_pxui_random_normal_101_长消息.png"
"05-normal-random-events","102","共享","shared_material","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_002_pxui_random_normal_102_板递出.png"
"05-normal-random-events","103","改线","line_cleanup","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_003_pxui_random_normal_103_整理线.png"
"05-normal-random-events","104","苦尽甘来","right_case_found","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_004_pxui_random_normal_104_书.png"
"05-normal-random-events","105","幸运空位","lucky_seat","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_005_pxui_random_normal_105_星光.png"
"05-normal-random-events","106","晚风","evening_wind","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_006_pxui_random_normal_106_月亮.png"
"05-normal-random-events","107","出彩的方案","memorable_scheme","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_007_pxui_random_normal_107_被记住.png"
"05-normal-random-events","108","学弟跑腿","junior_errand","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_008_pxui_random_normal_108_学弟取.png"
"05-normal-random-events","109","手感","good_handfeel","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_009_pxui_random_normal_109_顺手画.png"
"05-normal-random-events","110","好运灰色","perfect_gray","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_010_pxui_random_normal_110_星光.png"
"05-normal-random-events","111","节点想通","node_understood","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_011_pxui_random_normal_111_节点详.png"
"05-normal-random-events","112","点拨","teacher_hint","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_012_pxui_random_normal_112_老师.png"
"05-normal-random-events","113","小红点","red_dot_reply","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_013_pxui_random_normal_113_小红点.png"
"05-normal-random-events","114","救场","old_model_rescue","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_014_pxui_random_normal_114_模型.png"
"05-normal-random-events","115","一次成","print_success","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_015_pxui_random_normal_115_图纸.png"
"05-normal-random-events","116","借书","borrowed_book","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_016_pxui_random_normal_116_书.png"
"05-normal-random-events","117","方案被记住","scheme_remembered","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_017_pxui_random_normal_117_方案名.png"
"05-normal-random-events","118","学姐提醒","senior_reminder","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_018_pxui_random_normal_118_截止日.png"
"05-normal-random-events","119","线稿很稳","steady_linework","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_019_pxui_random_normal_119_稳定线.png"
"05-normal-random-events","120","建院晚霞","architecture_sunset","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_020_pxui_random_normal_120_建院走.png"
"05-normal-random-events","121","专教日出","studio_sunrise","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_021_pxui_random_normal_121_专教日.png"
"05-normal-random-events","122","角落的书","corner_book","UIATLAS_019_普通随机事件图标_03/UIATLAS_019_022_pxui_random_normal_122_书.png"
